"last_name, first_name",pitcher,ff_n_stuff_plus,si_n_stuff_plus,fc_n_stuff_plus,sl_n_stuff_plus,ch_n_stuff_plus,cu_n_stuff_plus,fs_n_stuff_plus,kn_n_stuff_plus,st_n_stuff_plus,sv_n_stuff_plus
"Guerrero, Luis",692285,,,,,,,,,,
"Moreta, Dauri",664294,,,,,,,,,,
"Kowar, Jackson",663804,,,,,,,,,,
"Shuster, Jared",694363,,,,,,,,,,
"Pearson, Nate",663878,,,,,,,,,,
"Gibson, Kyle",502043,,,,,,,,,,
"Henriquez, Edgardo",683618,,,,,,,,,,
"Sims, Lucas",608371,,,,,,,,,,
"Garcia, Brandyn",805299,,,,,,,,,,
"Criswell, Cooper",681867,,,,,,,,,,
"Lawrence, Casey",596271,,,,,,,,,,
"Johnson, Ryan",696270,,,,,,,,,,
"McFarland, T.J.",519008,,,,,,,,,,
"Lawrence, Justin",664875,,,,,,,,,,
"Martinez, Justin",679885,,,,,,,,,,
"Devenski, Chris",606965,,,,,,,,,,
"Whitley, Forrest",666215,,,,,,,,,,
"Lara, Andry",691251,,,,,,,,,,
"Robert, Daniel",642016,,,,,,,,,,
"Hjelle, Sean",663546,,,,,,,,,,
"Davis, Noah",663562,,,,,,,,,,
"Núñez, Eduarniel",674384,,,,,,,,,,
"Zuber, Tyler",676604,,,,,,,,,,
"Spiers, Carson",686730,,,,,,,,,,
"Hoffmann, Andrew",694851,,,,,,,,,,
"Poche, Colin",621363,,,,,,,,,,
"Anderson, Nick",623433,,,,,,,,,,
"Yesavage, Trey",702056,,,,,,,,,,
"Thompson, Mason",666168,,,,,,,,,,
"Saucedo, Tayler",642048,,,,,,,,,,
"Murfee, Penn",682171,,,,,,,,,,
"Hendriks, Liam",521230,,,,,,,,,,
"Kopech, Michael",656629,,,,,,,,,,
"Loutos, Ryan",702795,,,,,,,,,,
"Kimbrel, Craig",518886,,,,,,,,,,
"Muñoz, Roddery",682610,,,,,,,,,,
"Leclerc, José",600917,,,,,,,,,,
"Bigge, Hunter",685801,,,,,,,,,,
"Horn, Bailey",690544,,,,,,,,,,
"Contreras, Luis",664351,,,,,,,,,,
"McGee, Easton",668834,,,,,,,,,,
"Lovelady, Richard",663992,,,,,,,,,,
"Hernandez, Nick",663321,,,,,,,,,,
"Burgos, Juan",686228,,,,,,,,,,
"Bruihl, Justin",677865,,,,,,,,,,
"Avila, Luinder",679883,,,,,,,,,,
"Wicks, Jordan",696136,,,,,,,,,,
"Anderson, Shaun",641312,,,,,,,,,,
"Herget, Kevin",643361,,,,,,,,,,
"Johnson, Seth",686751,,,,,,,,,,
"Selby, Colin",681882,,,,,,,,,,
"Silseth, Chase",681217,,,,,,,,,,
"McDonald, Trevor",686790,,,,,,,,,,
"Gray, Jon",592351,,,,,,,,,,
"Rodriguez, Carlos",692230,,,,,,,,,,
"Winckowski, Josh",670174,,,,,,,,,,
"Arias, Luarbert",678215,,,,,,,,,,
"Basso, Brady",669620,,,,,,,,,,
"Miley, Wade",489119,,,,,,,,,,
"Anderson, Ian",666120,,,,,,,,,,
"Rainey, Tanner",663432,,,,,,,,,,
"Harrington, Thomas",802419,,,,,,,,,,
"Contreras, Roansy",672710,,,,,,,,,,
"McDermott, Chayce",694646,,,,,,,,,,
"Mantiply, Joe",573009,,,,,,,,,,
"McDaniels, Garrett",680729,,,,,,,,,,
"Peguero, Elvis",665625,,,,,,,,,,
"Bowden, Ben",641386,,,,,,,,,,
"Darnell, Dugan",699911,,,,,,,,,,
"Estes, Joey",683155,,,,,,,,,,
"Lao, Sauryn",666659,,,,,,,,,,
"Minter, A.J.",621345,,,,,,,,,,
"Seabold, Connor",657756,,,,,,,,,,
"Daniel, Davis",669721,,,,,,,,,,
"Núñez, Dedniel",673380,,,,,,,,,,
"VanWey, Logan",701121,,,,,,,,,,
"Murray, Jayden",681151,,,,,,,,,,
"Yoho, Craig",684974,,,,,,,,,,
"Rangel, Alan",660604,,,,,,,,,,
"Suárez, Albert",544150,,,,,,,,,,
"Hollowell, Gavin",668970,,,,,,,,,,
"Chavez, Jesse",445926,,,,,,,,,,
"Winans, Allan",642216,,,,,,,,,,
"Hill, Rich",448179,,,,,,,,,,
"Maeda, Kenta",628317,,,,,,,,,,
"Petty, Chase",695534,,,,,,,,,,
"Castillo, Luis F.",622379,,,,,,,,,,
"Harvey, Hunter",640451,,,,,,,,,,
"Winn, Keaton",676775,,,,,,,,,,
"Maxwell, Zach",687209,,,,,,,,,,
"Smith, Dylan",681916,,,,,,,,,,
"Marinaccio, Ron",676760,,,,,,,,,,
"Young, Danny",664849,,,,,,,,,,
"Ramírez, Erasmo",541640,,,,,,,,,,
"Darrell-Hicks, Michael",690382,,,,,,,,,,
"Puk, A.J.",640462,,,,,,,,,,
"Effross, Scott",664123,,,,,,,,,,
"Guenther, Sean",674944,,,,,,,,,,
"Scholtens, Jesse",669947,,,,,,,,,,
"Peralta, Sammy",671111,,,,,,,,,,
"Sanders, Cam",676742,,,,,,,,,,
"Stephenson, Robert",596112,,,,,,,,,,
"Barnes, Jacob",606930,,,,,,,,,,
"Warren, Austin",681810,,,,,,,,,,
"Rock, Joe",697812,,,,,,,,,,
"Roberts, Ethan",681799,,,,,,,,,,
"Suero, Wander",593833,,,,,,,,,,
"Zulueta, Yosver",691172,,,,,,,,,,
"Tate, Dillon",622253,,,,,,,,,,
"Taylor, Troy",700187,,,,,,,,,,
"Gervase, Paul",801434,,,,,,,,,,
"Morgan, Eli",669212,,,,,,,,,,
"Santos, Gregory",666619,,,,,,,,,,
"Hoeing, Bryan",663773,,,,,,,,,,
"Tarnok, Freddy",676206,,,,,,,,,,
"Maldonado, Anthony",687424,,,,,,,,,,
"Van Belle, Brian",687003,,,,,,,,,,
"Swanson, Erik",657024,,,,,,,,,,
"Matzek, Tyler",554431,,,,,,,,,,
"Rodriguez, Bradgley",699134,,,,,,,,,,
"Pop, Zach",647315,,,,,,,,,,
"Turnbull, Spencer",605513,,,,,,,,,,
"McKenzie, Triston",663474,,,,,,,,,,
"Otañez, Michel",671305,,,,,,,,,,
"Garabito, Gerson",642520,,,,,,,,,,
"Martinez, Seth",661527,,,,,,,,,,
"Thomas, Connor",671162,,,,,,,,,,
"Estrada, Lazaro",681751,,,,,,,,,,
"White, Owen",669391,,,,,,,,,,
"Miller, Bobby",676272,,,,,,,,,,
"Richards, Trevor",670950,,,,,,,,,,
"Misiewicz, Anthony",664948,,,,,,,,,,
"Clevinger, Mike",605182,,,,,,,,,,
"Gillaspie, Logan",670810,,,,,,,,,,
"Campbell, Isaiah",663462,,,,,,,,,,
"Hartlieb, Geoff",664129,,,,,,,,,,
"Henry, Tommy",674072,,,,,,,,,,
"Nikhazy, Doug",680951,,,,,,,,,,
"Garcia, Luis",677651,,,,,,,,,,
"Castro, Miguel",612434,,,,,,,,,,
"Waldron, Matt",663362,,,,,,,,,,
"Gasser, Robert",688107,,,,,,,,,,
"De León, José",592254,,,,,,,,,,
"La Sorsa, Joe",686747,,,,,,,,,,
"Mena, Cristian",691441,,,,,,,,,,
"Church, Marc",687847,,,,,,,,,,
"Weems, Jordan",607179,,,,,,,,,,
"Ragsdale, Carson",685068,,,,,,,,,,
"López, Reynaldo",625643,,,,,,,,,,
"Laweryson, Cody",689520,,,,,,,,,,
"Phillips, Evan",623465,,,,,,,,,,
"Walker, Josh",677020,,,,,,,,,,
"Zimmermann, Bruce",669145,,,,,,,,,,
"Fulmer, Michael",605242,,,,,,,,,,
"Edwards Jr., Carl",605218,,,,,,,,,,
"Heuer, Codi",676051,,,,,,,,,,
"Monteverde, Patrick",687287,,,,,,,,,,
"Garza, Justin",621057,,,,,,,,,,
"McCaughan, Darren",670766,,,,,,,,,,
"Mercado, Michael",675650,,,,,,,,,,
"Carrillo, Alex",692024,,,,,,,,,,
"Burdi, Nick",595897,,,,,,,,,,
"Adcock, Ty",686654,,,,,,,,,,
"Cruz, Omar",678316,,,,,,,,,,
"Feyereisen, J.P.",656420,,,,,,,,,,
"Morán, Jovani",663558,,,,,,,,,,
"Dobnak, Randy",677976,,,,,,,,,,
"Hahn, Jesse",534910,,,,,,,,,,
"Sommers, Drew",805427,,,,,,,,,,
"Muñoz, Rolddy",691548,,,,,,,,,,
"Fernández, Julian",642759,,,,,,,,,,
"Little, Luke",681432,,,,,,,,,,
"France, J.P.",641585,,,,,,,,,,
"Black, Mason",696131,,,,,,,,,,
"Perdomo, Angel",622780,,,,,,,,,,
"Krook, Matt",640454,,,,,,,,,,
"Abner, Philip",691769,,,,,,,,,,
"Freeman, Caleb",673965,,,,,,,,,,
"Joyce, Ben",690829,,,,,,,,,,
"Poteet, Cody",547001,,,,,,,,,,
"Owens, Tyler",687074,,,,,,,,,,
"Cosgrove, Tom",676680,,,,,,,,,,
"Gerber, Joey",680702,,,,,,,,,,
"Brigham, Jeff",656257,,,,,,,,,,
"Piña, Robinson",673820,,,,,,,,,,
"Díaz, Yilber",700270,,,,,,,,,,
"Thompson, Zach",605507,,,,,,,,,,
"Stock, Robert",476594,,,,,,,,,,
"Curry, Xzavion",675540,,,,,,,,,,
"Urquidy, José",664353,,,,,,,,,,
"Jameson, Drey",686753,,,,,,,,,,
"Hernández, Enrique",571771,,,,,,,,,,
"Harris, Hayden",802686,,,,,,,,,,
"Castaño, Blas",680604,,,,,,,,,,
"Wynne, Randy",691094,,,,,,,,,,
"de Geus, Brett",676969,,,,,,,,,,
"Montes De Oca, Christian",801216,,,,,,,,,,
"Barco, Hunter",682995,,,,,,,,,,
"Nelson, Kyle",669459,,,,,,,,,,
"Little, Jack",669193,,,,,,,,,,
"Ottavino, Adam",493603,,,,,,,,,,
"Quijada, José",650671,,,,,,,,,,
"Roa, Christian",685005,,,,,,,,,,
"Corniell, Jose",692030,,,,,,,,,,
"Peraza, Oswald",672724,,,,,,,,,,
"Bolton, Cody",675989,,,,,,,,,,
"Wilcox, Cole",677961,,,,,,,,,,
"Burr, Ryan",621114,,,,,,,,,,
"Toussaint, Touki",657053,,,,,,,,,,
"Pope, Austin",687166,,,,,,,,,,
"Sandridge, Jayvien",682144,,,,,,,,,,
"Walters, Andrew",689958,,,,,,,,,,
"Espada, Jose",664744,,,,,,,,,,
"Pintaro, Jonathan",702752,,,,,,,,,,
"Duran, Carlos",679922,,,,,,,,,,
"Raquet, Nick",675919,,,,,,,,,,
"Hoffman, Nolan",676510,,,,,,,,,,
"Díaz, Jhonathan",646242,,,,,,,,,,
"Wilson, Will",669717,,,,,,,,,,
"Bride, Jonah",681146,,,,,,,,,,
"Sanmartin, Reiver",665665,,,,,,,,,,
"Palisch, Jake",669449,,,,,,,,,,
"Wiles, Nathan",686249,,,,,,,,,,
"Kelly, Casey",543391,,,,,,,,,,
"Rooney, John",680701,,,,,,,,,,
"Acton, Garrett",670183,,,,,,,,,,
"Lange, Alex",656638,,,,,,,,,,
"Gilbreath, Lucas",656458,,,,,,,,,,
"McGuire, Reese",624512,,,,,,,,,,
"Porter, Logan",682515,,,,,,,,,,
"Sánchez, Ali",645305,,,,,,,,,,
"Fitzgerald, Ryan",680837,,,,,,,,,,
"Hamel, Dom",687589,,,,,,,,,,
"Trevino, Jose",624431,,,,,,,,,,
